,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
1260,Oklahoma,1994,50125.0,3281.0,7.2,-1343621.0
1311,Oklahoma,1995,53290.0,3308.0,7.2,-1315132.0
1362,Oklahoma,1996,51673.0,3340.0,7.8,-1376992.0
1413,Oklahoma,1997,55183.0,3373.0,8.1,-1378886.0
1464,Oklahoma,1998,60591.0,3405.0,7.5,-1375888.0
1515,Oklahoma,1999,55318.0,3437.0,7.9,-1362065.0
1566,Oklahoma,2000,47389.0,3454.0,10.0,-1426345.0
1617,Oklahoma,2001,48390.0,3467.0,10.5,-1446218.0
1668,Oklahoma,2002,40915.0,3489.0,9.5,-1405550.0
1719,Oklahoma,2003,41954.0,3505.0,10.9,-1434024.0
1770,Oklahoma,2004,62058.0,3525.0,12.3,-1402709.0
1821,Oklahoma,2005,61329.0,3549.0,14.8,-1454245.0
1872,Oklahoma,2006,50325.0,3594.0,16.5,-1504767.0
1923,Oklahoma,2007,74304.0,3634.0,17.1,-1496972.0
1974,Oklahoma,2008,73670.0,3669.0,20.4,-1507824.0
2025,Oklahoma,2009,79395.0,3718.0,15.9,-1412847.0
2076,Oklahoma,2010,94855.0,3760.0,17.1,-1487520.0
2127,Oklahoma,2011,99265.0,3788.0,19.8,-1488807.0
2178,Oklahoma,2012,119647.0,3819.0,20.2,-1444351.0
2229,Oklahoma,2013,161105.0,3853.0,19.8,-1461822.0
2280,Oklahoma,2014,159107.0,3878.0,19.9,-1526447.0
2331,Oklahoma,2015,183713.0,3910.0,16.0,-1449132.0
2382,Oklahoma,2016,239124.0,3927.0,14.0,-1394673.0
2433,Oklahoma,2017,263497.0,3933.0,15.4,-1380340.0
2916,Oklahoma,2018,141974.7,3950.3,17.9,-1547334.5
2917,Oklahoma,2019,144879.0,3976.2,18.2,-1557430.1
2918,Oklahoma,2020,147783.3,4002.2,18.6,-1567525.7
2919,Oklahoma,2021,150687.6,4028.1,18.9,-1577621.4
2920,Oklahoma,2022,153591.9,4054.1,19.2,-1587717.0
2921,Oklahoma,2023,156496.2,4080.0,19.6,-1597812.6
2922,Oklahoma,2024,159400.5,4105.9,19.9,-1607908.2
2923,Oklahoma,2025,162304.7,4131.9,20.3,-1618003.8
2924,Oklahoma,2026,165209.0,4157.8,20.6,-1628099.5
2925,Oklahoma,2027,168113.3,4183.8,21.0,-1638195.1
2926,Oklahoma,2028,171017.6,4209.7,21.3,-1648290.7
2927,Oklahoma,2029,173921.9,4235.7,21.7,-1658386.3
2928,Oklahoma,2030,176826.2,4261.6,22.0,-1668481.9
37,Oregon,1970,371350.0,2101.0,1.9,-381574.0
88,Oregon,1971,419311.0,2151.0,1.9,-377568.0
139,Oregon,1972,435930.0,2197.0,1.9,-401505.0
190,Oregon,1973,351043.0,2242.0,2.1,-503919.0
241,Oregon,1974,432867.0,2285.0,2.8,-404721.0
292,Oregon,1975,417387.0,2330.0,3.2,-450251.0
343,Oregon,1976,434370.0,2378.0,3.4,-451545.0
394,Oregon,1977,327769.0,2447.0,3.8,-557324.0
445,Oregon,1978,408647.0,2518.0,4.2,-542492.0
496,Oregon,1979,387287.0,2588.0,5.2,-589844.0
547,Oregon,1980,401129.0,2641.0,7.1,-543900.0
598,Oregon,1981,428803.0,2668.0,7.8,-510236.0
649,Oregon,1982,561110.0,2665.0,8.2,-344831.0
700,Oregon,1983,574196.0,2653.0,8.0,-293824.0
751,Oregon,1984,590527.0,2667.0,8.1,-345981.0
802,Oregon,1985,529624.0,2673.0,8.3,-384249.0
853,Oregon,1986,532746.0,2684.0,7.0,-362711.0
904,Oregon,1987,477093.0,2701.0,7.1,-463362.0
955,Oregon,1988,470568.0,2741.0,7.1,-520437.0
1006,Oregon,1989,481678.0,2791.0,7.5,-517828.0
1057,Oregon,1990,487410.0,2860.0,8.1,-490700.0
1108,Oregon,1991,484638.0,2929.0,7.9,-524978.0
1159,Oregon,1992,374214.0,2992.0,8.0,-627709.0
1210,Oregon,1993,414153.0,3060.0,8.3,-605446.0
1261,Oregon,1994,367996.0,3121.0,8.5,-665189.0
1312,Oregon,1995,467164.0,3184.0,8.6,-573672.0
1363,Oregon,1996,517451.0,3247.0,8.9,-567798.0
1414,Oregon,1997,530595.0,3304.0,8.6,-565797.0
1465,Oregon,1998,454349.0,3352.0,8.1,-653269.0
1516,Oregon,1999,509832.0,3394.0,8.8,-623053.0
1567,Oregon,2000,436666.0,3430.0,10.6,-680048.0
1618,Oregon,2001,349949.0,3468.0,11.0,-677628.0
1669,Oregon,2002,400635.0,3513.0,11.1,-622580.0
1720,Oregon,2003,384479.0,3547.0,12.0,-617101.0
1771,Oregon,2004,384623.0,3569.0,13.2,-615013.0
1822,Oregon,2005,364066.0,3613.0,15.3,-672035.0
1873,Oregon,2006,433011.0,3671.0,16.9,-638715.0
1924,Oregon,2007,396905.0,3722.0,18.2,-665074.0
1975,Oregon,2008,414463.0,3769.0,20.9,-632156.0
2026,Oregon,2009,415648.0,3809.0,17.6,-597110.0
2077,Oregon,2010,399550.0,3838.0,19.1,-581762.0
2128,Oregon,2011,518190.0,3872.0,22.1,-489615.0
2179,Oregon,2012,499340.0,3899.0,22.6,-478905.0
2230,Oregon,2013,462978.0,3923.0,22.0,-533266.0
2281,Oregon,2014,484169.0,3964.0,22.1,-508787.0
2332,Oregon,2015,438006.0,4017.0,18.9,-532877.0
2383,Oregon,2016,467465.0,4091.0,17.4,-520201.0
2434,Oregon,2017,494569.0,4147.0,18.4,-537676.0
2929,Oregon,2018,464864.2,4160.9,20.1,-614737.7
2930,Oregon,2019,465683.3,4203.6,20.5,-618226.6
2931,Oregon,2020,466502.4,4246.3,20.9,-621715.5
2932,Oregon,2021,467321.5,4289.0,21.3,-625204.4
2933,Oregon,2022,468140.6,4331.6,21.7,-628693.4
2934,Oregon,2023,468959.7,4374.3,22.1,-632182.3
2935,Oregon,2024,469778.8,4417.0,22.5,-635671.2
2936,Oregon,2025,470597.9,4459.7,22.9,-639160.1
2937,Oregon,2026,471417.0,4502.4,23.3,-642649.0
2938,Oregon,2027,472236.1,4545.1,23.7,-646138.0
2939,Oregon,2028,473055.2,4587.7,24.1,-649626.9
2940,Oregon,2029,473874.3,4630.4,24.5,-653115.8
2941,Oregon,2030,474693.4,4673.1,24.9,-656604.7
38,Pennsylvania,1970,67525.0,11813.0,1.5,-4039391.0
89,Pennsylvania,1971,60573.0,11886.0,1.7,-3984382.0
140,Pennsylvania,1972,70114.0,11908.0,1.8,-4117681.0
191,Pennsylvania,1973,70871.0,11891.0,1.9,-4223485.0
242,Pennsylvania,1974,72077.0,11871.0,2.8,-4051941.0
293,Pennsylvania,1975,73865.0,11906.0,3.2,-3840022.0
344,Pennsylvania,1976,81184.0,11897.0,3.4,-4082989.0
395,Pennsylvania,1977,84322.0,11894.0,3.8,-4042868.0
446,Pennsylvania,1978,90536.0,11879.0,4.1,-4037900.0
497,Pennsylvania,1979,106837.0,11888.0,4.9,-4142821.0
548,Pennsylvania,1980,136826.0,11868.0,6.4,-3859473.0
599,Pennsylvania,1981,147662.0,11859.0,7.4,-3662168.0
650,Pennsylvania,1982,149605.0,11845.0,8.3,-3213741.0
701,Pennsylvania,1983,167142.0,11838.0,8.2,-3210070.0
752,Pennsylvania,1984,152019.0,11815.0,8.0,-3452645.0
803,Pennsylvania,1985,148238.0,11771.0,8.4,-3285826.0
854,Pennsylvania,1986,117214.0,11783.0,7.6,-3261082.0
905,Pennsylvania,1987,108025.0,11811.0,7.4,-3443957.0
956,Pennsylvania,1988,108182.0,11846.0,7.3,-3605764.0
1007,Pennsylvania,1989,98078.0,11866.0,7.8,-3640734.0
1058,Pennsylvania,1990,91855.0,11903.0,8.6,-3543868.0
1109,Pennsylvania,1991,90246.0,11982.0,8.9,-3482547.0
1160,Pennsylvania,1992,107587.0,12049.0,8.6,-3567951.0
1211,Pennsylvania,1993,104764.0,12120.0,8.5,-3641583.0
1262,Pennsylvania,1994,112111.0,12166.0,8.7,-3707923.0
1313,Pennsylvania,1995,113291.0,12198.0,8.8,-3764530.0
1364,Pennsylvania,1996,131090.0,12220.0,9.2,-3780423.0
1415,Pennsylvania,1997,114660.0,12228.0,9.4,-3760456.0
1466,Pennsylvania,1998,110545.0,12246.0,9.2,-3604700.0
1517,Pennsylvania,1999,109245.0,12264.0,9.1,-3642834.0
1568,Pennsylvania,2000,113589.0,12284.0,10.7,-3812395.0
1619,Pennsylvania,2001,95727.0,12299.0,11.3,-3737337.0
1670,Pennsylvania,2002,96600.0,12331.0,10.8,-3796646.0
1721,Pennsylvania,2003,109944.0,12375.0,11.8,-3832973.0
1772,Pennsylvania,2004,110368.0,12411.0,13.1,-3879499.0
1823,Pennsylvania,2005,104192.0,12450.0,15.7,-3908229.0
1874,Pennsylvania,2006,107197.0,12511.0,17.6,-3776603.0
1925,Pennsylvania,2007,105172.0,12564.0,18.3,-3855186.0
1976,Pennsylvania,2008,114904.0,12612.0,21.4,-3825437.0
2027,Pennsylvania,2009,126256.0,12667.0,18.1,-3499193.0
2078,Pennsylvania,2010,158384.0,12711.0,19.6,-3598102.0
2129,Pennsylvania,2011,180128.0,12745.0,22.7,-3549144.0
2180,Pennsylvania,2012,167209.0,12767.0,22.8,-3454342.0
2231,Pennsylvania,2013,197054.0,12777.0,21.5,-3631134.0
2282,Pennsylvania,2014,195875.0,12789.0,21.3,-3759206.0
2333,Pennsylvania,2015,199452.0,12786.0,17.8,-3672725.0
2384,Pennsylvania,2016,193215.0,12784.0,16.6,-3565629.0
2435,Pennsylvania,2017,201490.0,12790.0,17.9,-3606174.0
2942,Pennsylvania,2018,168059.7,12761.4,20.1,-3581233.2
2943,Pennsylvania,2019,169914.5,12784.8,20.5,-3575921.1
2944,Pennsylvania,2020,171769.2,12808.2,20.9,-3570609.0
2945,Pennsylvania,2021,173624.0,12831.6,21.3,-3565297.0
2946,Pennsylvania,2022,175478.7,12855.1,21.7,-3559984.9
2947,Pennsylvania,2023,177333.5,12878.5,22.1,-3554672.8
2948,Pennsylvania,2024,179188.2,12901.9,22.5,-3549360.8
2949,Pennsylvania,2025,181043.0,12925.3,22.9,-3544048.7
2950,Pennsylvania,2026,182897.8,12948.8,23.3,-3538736.6
2951,Pennsylvania,2027,184752.5,12972.2,23.7,-3533424.6
2952,Pennsylvania,2028,186607.3,12995.6,24.1,-3528112.5
2953,Pennsylvania,2029,188462.0,13019.0,24.5,-3522800.4
2954,Pennsylvania,2030,190316.8,13042.5,24.9,-3517488.3
39,Rhode Island,1970,5268.0,951.0,1.9,-217268.0
90,Rhode Island,1971,4851.0,963.0,2.0,-230662.0
141,Rhode Island,1972,4934.0,975.0,2.2,-231829.0
192,Rhode Island,1973,5108.0,976.0,2.4,-226838.0
243,Rhode Island,1974,5023.0,951.0,3.8,-210568.0
294,Rhode Island,1975,4050.0,943.0,4.1,-202171.0
345,Rhode Island,1976,4704.0,946.0,4.3,-210800.0
396,Rhode Island,1977,5295.0,950.0,4.7,-217852.0
447,Rhode Island,1978,6577.0,952.0,5.0,-206040.0
498,Rhode Island,1979,7124.0,950.0,6.5,-194215.0
549,Rhode Island,1980,7287.0,949.0,8.9,-178328.0
600,Rhode Island,1981,6645.0,953.0,10.7,-168564.0
651,Rhode Island,1982,6053.0,954.0,10.3,-168834.0
702,Rhode Island,1983,7401.0,956.0,10.3,-173572.0
753,Rhode Island,1984,4946.0,962.0,9.9,-187286.0
804,Rhode Island,1985,5081.0,969.0,9.6,-199194.0
855,Rhode Island,1986,4653.0,977.0,8.4,-201551.0
906,Rhode Island,1987,3302.0,990.0,8.5,-212560.0
957,Rhode Island,1988,3528.0,996.0,8.4,-219751.0
1008,Rhode Island,1989,3806.0,1001.0,9.3,-213058.0
1059,Rhode Island,1990,4499.0,1006.0,10.5,-208190.0
1110,Rhode Island,1991,4585.0,1011.0,10.4,-213562.0
1161,Rhode Island,1992,4840.0,1013.0,9.2,-239746.0
1212,Rhode Island,1993,5181.0,1015.0,10.7,-196539.0
1263,Rhode Island,1994,5066.0,1016.0,9.6,-233823.0
1314,Rhode Island,1995,5079.0,1017.0,9.9,-222727.0
1365,Rhode Island,1996,5562.0,1021.0,10.6,-212982.0
1416,Rhode Island,1997,4347.0,1025.0,11.1,-211847.0
1467,Rhode Island,1998,4197.0,1031.0,9.5,-220845.0
1518,Rhode Island,1999,4403.0,1040.0,9.9,-219959.0
1569,Rhode Island,2000,4520.0,1050.0,13.1,-197956.0
1620,Rhode Island,2001,3899.0,1057.0,14.1,-197906.0
1671,Rhode Island,2002,3700.0,1066.0,12.7,-197089.0
1722,Rhode Island,2003,3787.0,1071.0,14.3,-212253.0
1773,Rhode Island,2004,3846.0,1075.0,16.0,-210085.0
1824,Rhode Island,2005,879.0,1068.0,19.0,-206437.0
1875,Rhode Island,2006,2631.0,1063.0,22.6,-195781.0
1926,Rhode Island,2007,2781.0,1057.0,23.0,-195515.0
1977,Rhode Island,2008,2947.0,1055.0,26.4,-191368.0
2028,Rhode Island,2009,3544.0,1054.0,21.5,-191296.0
2079,Rhode Island,2010,3704.0,1054.0,23.6,-191800.0
2130,Rhode Island,2011,3653.0,1054.0,26.2,-182258.0
2181,Rhode Island,2012,2934.0,1055.0,26.6,-180982.0
2232,Rhode Island,2013,2658.0,1055.0,26.2,-196417.0
2283,Rhode Island,2014,4381.0,1056.0,26.6,-200498.0
2334,Rhode Island,2015,4793.0,1056.0,22.6,-198507.0
2385,Rhode Island,2016,4579.0,1057.0,21.2,-181568.0
2436,Rhode Island,2017,5816.0,1056.0,22.2,-178056.0
2955,Rhode Island,2018,3392.0,1083.7,24.2,-196376.7
2956,Rhode Island,2019,3340.0,1086.7,24.7,-196088.7
2957,Rhode Island,2020,3288.0,1089.7,25.2,-195800.7
2958,Rhode Island,2021,3236.1,1092.7,25.7,-195512.8
2959,Rhode Island,2022,3184.1,1095.8,26.1,-195224.8
2960,Rhode Island,2023,3132.1,1098.8,26.6,-194936.8
2961,Rhode Island,2024,3080.1,1101.8,27.1,-194648.9
2962,Rhode Island,2025,3028.2,1104.8,27.6,-194360.9
2963,Rhode Island,2026,2976.2,1107.8,28.1,-194073.0
2964,Rhode Island,2027,2924.2,1110.8,28.5,-193785.0
2965,Rhode Island,2028,2872.2,1113.9,29.0,-193497.0
2966,Rhode Island,2029,2820.3,1116.9,29.5,-193209.1
2967,Rhode Island,2030,2768.3,1119.9,30.0,-192921.1
40,South Carolina,1970,65064.0,2597.0,1.8,-680665.0
91,South Carolina,1971,78568.0,2662.0,2.0,-701070.0
142,South Carolina,1972,77077.0,2719.0,2.1,-757883.0
193,South Carolina,1973,83883.0,2777.0,2.3,-802235.0
244,South Carolina,1974,79895.0,2845.0,3.3,-778747.0
295,South Carolina,1975,87805.0,2902.0,3.7,-753069.0
346,South Carolina,1976,83353.0,2944.0,3.8,-881260.0
397,South Carolina,1977,80884.0,2992.0,4.3,-919419.0
448,South Carolina,1978,83872.0,3044.0,4.6,-910612.0
499,South Carolina,1979,91528.0,3090.0,5.7,-892959.0
550,South Carolina,1980,71184.0,3135.0,7.2,-926717.0
601,South Carolina,1981,52168.0,3179.0,8.4,-950009.0
652,South Carolina,1982,69144.0,3208.0,8.9,-903990.0
703,South Carolina,1983,75398.0,3234.0,8.6,-931105.0
754,South Carolina,1984,80275.0,3272.0,8.6,-989055.0
805,South Carolina,1985,66594.0,3303.0,8.8,-1009716.0
856,South Carolina,1986,89782.0,3343.0,7.8,-1052437.0
907,South Carolina,1987,95655.0,3381.0,8.1,-1082857.0
958,South Carolina,1988,82436.0,3412.0,7.9,-1152881.0
1009,South Carolina,1989,97057.0,3457.0,8.1,-1146779.0
1060,South Carolina,1990,106105.0,3501.0,8.6,-1156766.0
1111,South Carolina,1991,107666.0,3570.0,8.5,-1182464.0
1162,South Carolina,1992,110649.0,3620.0,8.2,-1195477.0
1213,South Carolina,1993,110225.0,3663.0,8.2,-1251431.0
1264,South Carolina,1994,114631.0,3705.0,8.4,-1247980.0
1315,South Carolina,1995,124701.0,3749.0,8.4,-1290999.0
1366,South Carolina,1996,131794.0,3796.0,8.8,-1321678.0
1417,South Carolina,1997,131983.0,3860.0,8.6,-1368769.0
1468,South Carolina,1998,129956.0,3919.0,8.2,-1417452.0
1519,South Carolina,1999,96967.0,3975.0,8.7,-1452531.0
1570,South Carolina,2000,92462.0,4024.0,10.3,-1502569.0
1621,South Carolina,2001,70574.0,4065.0,10.4,-1476596.0
1672,South Carolina,2002,80639.0,4108.0,10.0,-1505554.0
1723,South Carolina,2003,103796.0,4150.0,11.1,-1487576.0
1774,South Carolina,2004,97431.0,4211.0,12.4,-1597532.0
1825,South Carolina,2005,104205.0,4270.0,14.9,-1563498.0
1876,South Carolina,2006,98610.0,4358.0,16.1,-1578842.0
1927,South Carolina,2007,94997.0,4444.0,17.2,-1575758.0
1978,South Carolina,2008,92008.0,4529.0,20.6,-1545741.0
2029,South Carolina,2009,102995.0,4590.0,16.8,-1470637.0
2080,South Carolina,2010,115289.0,4636.0,18.6,-1538603.0
2131,South Carolina,2011,116354.0,4671.0,21.4,-1495254.0
2182,South Carolina,2012,118029.0,4717.0,21.8,-1449349.0
2233,South Carolina,2013,133966.0,4764.0,22.0,-1468272.0
2284,South Carolina,2014,136701.0,4824.0,21.9,-1505397.0
2335,South Carolina,2015,128290.0,4892.0,18.1,-1531936.0
2386,South Carolina,2016,131055.0,4958.0,17.1,-1520965.0
2437,South Carolina,2017,130212.0,5021.0,18.3,-1513403.0
2968,South Carolina,2018,130583.9,4960.4,19.6,-1700906.6
2969,South Carolina,2019,131814.6,5009.8,19.9,-1720897.2
2970,South Carolina,2020,133045.2,5059.2,20.3,-1740887.7
2971,South Carolina,2021,134275.9,5108.6,20.7,-1760878.2
2972,South Carolina,2022,135506.5,5158.0,21.1,-1780868.7
2973,South Carolina,2023,136737.2,5207.4,21.5,-1800859.3
2974,South Carolina,2024,137967.8,5256.8,21.8,-1820849.8
2975,South Carolina,2025,139198.5,5306.2,22.2,-1840840.3
2976,South Carolina,2026,140429.1,5355.6,22.6,-1860830.8
2977,South Carolina,2027,141659.8,5405.0,23.0,-1880821.3
2978,South Carolina,2028,142890.4,5454.4,23.3,-1900811.9
2979,South Carolina,2029,144121.1,5503.8,23.7,-1920802.4
2980,South Carolina,2030,145351.7,5553.2,24.1,-1940792.9
41,South Dakota,1970,70185.0,668.0,2.1,-98607.0
92,South Dakota,1971,82558.0,671.0,2.2,-87625.0
143,South Dakota,1972,78339.0,677.0,2.1,-100851.0
194,South Dakota,1973,51534.0,679.0,2.5,-125289.0
245,South Dakota,1974,60394.0,680.0,3.3,-112195.0
296,South Dakota,1975,83960.0,681.0,3.6,-97988.0
347,South Dakota,1976,74830.0,686.0,3.7,-120544.0
398,South Dakota,1977,57133.0,688.0,4.1,-139699.0
449,South Dakota,1978,72806.0,689.0,4.4,-132845.0
500,South Dakota,1979,67819.0,688.0,5.9,-137146.0
551,South Dakota,1980,63775.0,691.0,7.7,-126912.0
602,South Dakota,1981,58574.0,690.0,8.8,-120186.0
653,South Dakota,1982,60267.0,691.0,8.7,-130971.0
704,South Dakota,1983,61572.0,693.0,8.7,-123916.0
755,South Dakota,1984,63771.0,697.0,8.7,-124933.0
806,South Dakota,1985,59844.0,698.0,8.6,-134975.0
857,South Dakota,1986,64005.0,696.0,7.2,-131027.0
908,South Dakota,1987,59702.0,696.0,7.4,-135502.0
959,South Dakota,1988,59484.0,698.0,7.3,-145932.0
1010,South Dakota,1989,52343.0,697.0,8.0,-161972.0
1061,South Dakota,1990,44413.0,697.0,8.7,-172721.0
1112,South Dakota,1991,43560.0,704.0,8.4,-170006.0
1163,South Dakota,1992,41061.0,713.0,8.3,-175301.0
1214,South Dakota,1993,30241.0,722.0,8.3,-199249.0
1265,South Dakota,1994,57086.0,731.0,8.2,-178962.0
1316,South Dakota,1995,66206.0,738.0,8.3,-173462.0
1367,South Dakota,1996,86847.0,742.0,8.8,-166072.0
1418,South Dakota,1997,95920.0,744.0,9.1,-146694.0
1469,South Dakota,1998,62841.0,746.0,8.3,-176970.0
1520,South Dakota,1999,72609.0,750.0,8.6,-172708.0
1571,South Dakota,2000,62868.0,756.0,10.5,-196074.0
1622,South Dakota,2001,41313.0,758.0,11.1,-210229.0
1673,South Dakota,2002,55199.0,760.0,10.1,-215600.0
1724,South Dakota,2003,67639.0,764.0,11.2,-207473.0
1775,South Dakota,2004,83757.0,770.0,12.8,-200632.0
1826,South Dakota,2005,93723.0,775.0,15.2,-208347.0
1877,South Dakota,2006,114665.0,783.0,16.8,-192265.0
1928,South Dakota,2007,115498.0,792.0,17.7,-215058.0
1979,South Dakota,2008,144310.0,799.0,19.7,-208980.0
2030,South Dakota,2009,179345.0,807.0,15.4,-183730.0
2081,South Dakota,2010,214651.0,816.0,17.2,-164367.0
2132,South Dakota,2011,237405.0,823.0,20.4,-141566.0
2183,South Dakota,2012,217909.0,833.0,21.0,-152933.0
2234,South Dakota,2013,209519.0,842.0,20.2,-180843.0
2285,South Dakota,2014,222713.0,849.0,20.4,-171269.0
2336,South Dakota,2015,217615.0,854.0,16.3,-168251.0
2387,South Dakota,2016,226440.0,863.0,15.0,-156562.0
2438,South Dakota,2017,225550.0,873.0,16.3,-159307.0
2981,South Dakota,2018,173537.7,841.1,18.5,-200645.6
2982,South Dakota,2019,176692.3,845.2,18.8,-202426.0
2983,South Dakota,2020,179846.9,849.3,19.2,-204206.4
2984,South Dakota,2021,183001.5,853.4,19.5,-205986.7
2985,South Dakota,2022,186156.1,857.5,19.9,-207767.1
2986,South Dakota,2023,189310.8,861.6,20.2,-209547.5
2987,South Dakota,2024,192465.4,865.6,20.5,-211327.8
2988,South Dakota,2025,195620.0,869.7,20.9,-213108.2
2989,South Dakota,2026,198774.6,873.8,21.2,-214888.5
2990,South Dakota,2027,201929.3,877.9,21.6,-216668.9
2991,South Dakota,2028,205083.9,882.0,21.9,-218449.3
2992,South Dakota,2029,208238.5,886.1,22.3,-220229.6
2993,South Dakota,2030,211393.1,890.1,22.6,-222010.0
42,Tennessee,1970,138417.0,3937.0,1.7,-1227193.0
93,Tennessee,1971,153090.0,4014.0,1.9,-1218026.0
144,Tennessee,1972,173103.0,4095.0,1.9,-1300889.0
195,Tennessee,1973,177886.0,4147.0,2.0,-1436200.0
246,Tennessee,1974,180418.0,4214.0,2.8,-1398085.0
297,Tennessee,1975,177299.0,4276.0,3.5,-1436926.0
348,Tennessee,1976,160069.0,4347.0,3.8,-1559994.0
399,Tennessee,1977,176225.0,4423.0,4.1,-1603149.0
450,Tennessee,1978,163042.0,4486.0,4.7,-1599934.0
501,Tennessee,1979,207250.0,4560.0,5.7,-1593121.0
552,Tennessee,1980,160372.0,4600.0,7.2,-1564544.0
603,Tennessee,1981,136647.0,4628.0,8.4,-1556372.0
654,Tennessee,1982,184404.0,4646.0,8.8,-1427447.0
705,Tennessee,1983,190439.0,4660.0,8.2,-1469815.0
756,Tennessee,1984,203804.0,4687.0,8.0,-1533730.0
807,Tennessee,1985,167034.0,4715.0,8.1,-1544465.0
858,Tennessee,1986,156686.0,4739.0,7.5,-1543330.0
909,Tennessee,1987,175575.0,4783.0,7.7,-1537098.0
960,Tennessee,1988,149034.0,4822.0,7.7,-1627973.0
1011,Tennessee,1989,205580.0,4854.0,8.0,-1623888.0
1062,Tennessee,1990,165785.0,4894.0,8.5,-1626178.0
1113,Tennessee,1991,180359.0,4967.0,8.3,-1610585.0
1164,Tennessee,1992,170092.0,5050.0,8.2,-1663526.0
1215,Tennessee,1993,153217.0,5138.0,8.2,-1712565.0
1266,Tennessee,1994,186212.0,5231.0,8.2,-1740650.0
1317,Tennessee,1995,165142.0,5327.0,8.2,-1779476.0
1368,Tennessee,1996,176855.0,5417.0,8.7,-1873323.0
1419,Tennessee,1997,164091.0,5499.0,8.8,-1863465.0
1470,Tennessee,1998,161573.0,5570.0,8.4,-1946402.0
1521,Tennessee,1999,134427.0,5639.0,8.7,-2013600.0
1572,Tennessee,2000,123662.0,5704.0,10.0,-2057166.0
1623,Tennessee,2001,142349.0,5751.0,10.0,-2054178.0
1674,Tennessee,2002,153221.0,5796.0,9.7,-2068583.0
1725,Tennessee,2003,190000.0,5848.0,10.6,-2050357.0
1776,Tennessee,2004,185184.0,5911.0,12.2,-2084636.0
1827,Tennessee,2005,167074.0,5991.0,14.7,-2148301.0
1878,Tennessee,2006,143514.0,6089.0,16.4,-2170851.0
1929,Tennessee,2007,115271.0,6176.0,17.3,-2228728.0
1980,Tennessee,2008,133932.0,6247.0,20.6,-2149282.0
2031,Tennessee,2009,179058.0,6306.0,17.1,-1905384.0
2082,Tennessee,2010,168470.0,6355.0,18.7,-2083081.0
2133,Tennessee,2011,184654.0,6397.0,22.1,-2016113.0
2184,Tennessee,2012,173097.0,6451.0,22.3,-1912274.0
2235,Tennessee,2013,216816.0,6493.0,21.6,-1921080.0
2286,Tennessee,2014,186218.0,6541.0,21.4,-2019276.0
2337,Tennessee,2015,189204.0,6591.0,17.4,-1990860.0
2388,Tennessee,2016,159629.0,6645.0,16.2,-2049174.0
2439,Tennessee,2017,176274.0,6709.0,17.5,-1990228.0
2994,Tennessee,2018,173597.0,6734.2,19.3,-2182384.9
2995,Tennessee,2019,173718.6,6792.9,19.7,-2199874.9
2996,Tennessee,2020,173840.1,6851.6,20.0,-2217364.9
2997,Tennessee,2021,173961.7,6910.3,20.4,-2234854.9
2998,Tennessee,2022,174083.2,6969.0,20.8,-2252344.9
2999,Tennessee,2023,174204.8,7027.7,21.1,-2269834.9
3000,Tennessee,2024,174326.3,7086.4,21.5,-2287324.9
3001,Tennessee,2025,174447.9,7145.1,21.9,-2304815.0
3002,Tennessee,2026,174569.4,7203.8,22.3,-2322305.0
3003,Tennessee,2027,174690.9,7262.5,22.6,-2339795.0
3004,Tennessee,2028,174812.5,7321.2,23.0,-2357285.0
3005,Tennessee,2029,174934.0,7379.8,23.4,-2374775.0
3006,Tennessee,2030,175055.6,7438.5,23.8,-2392265.0
43,Texas,1970,62757.0,11236.0,1.3,-6859024.0
94,Texas,1971,60471.0,11510.0,1.3,-7173303.0
145,Texas,1972,67560.0,11759.0,1.4,-7555634.0
196,Texas,1973,78102.0,12020.0,1.5,-8163264.0
247,Texas,1974,76691.0,12269.0,2.3,-8017030.0
298,Texas,1975,75872.0,12569.0,2.8,-7435567.0
349,Texas,1976,75965.0,12904.0,3.2,-7759955.0
400,Texas,1977,82566.0,13193.0,3.5,-8393213.0
451,Texas,1978,84175.0,13500.0,3.7,-8856969.0
502,Texas,1979,89721.0,13888.0,4.8,-9218334.0
553,Texas,1980,65819.0,14338.0,6.2,-9319851.0
604,Texas,1981,70520.0,14746.0,7.3,-9077036.0
655,Texas,1982,80452.0,15331.0,7.7,-8390942.0
706,Texas,1983,75817.0,15752.0,7.6,-8330644.0
757,Texas,1984,87064.0,16007.0,7.5,-8859178.0
808,Texas,1985,93532.0,16273.0,7.1,-8918285.0
859,Texas,1986,110360.0,16561.0,5.7,-8897239.0
910,Texas,1987,116905.0,16622.0,5.8,-9123166.0
961,Texas,1988,108936.0,16667.0,5.6,-9702835.0
1012,Texas,1989,125459.0,16807.0,5.7,-9968266.0
1063,Texas,1990,115294.0,17057.0,6.5,-10157026.0
1114,Texas,1991,120330.0,17398.0,6.3,-10157943.0
1165,Texas,1992,133852.0,17760.0,6.3,-10311306.0
1216,Texas,1993,117228.0,18162.0,6.4,-10437124.0
1267,Texas,1994,114097.0,18564.0,6.6,-10765477.0
1318,Texas,1995,117889.0,18959.0,6.4,-10952965.0
1369,Texas,1996,110535.0,19340.0,7.1,-11721711.0
1420,Texas,1997,122666.0,19740.0,6.9,-12114669.0
1471,Texas,1998,110071.0,20158.0,6.1,-12308064.0
